Class;Date;Opening Price;Closing Price;Maximum;Minimum;Var. %;Return;MOMENTUM5;EMA12;EMA26;MACD 12-26;EMA9 of MACD 12-26;MACD 12-26-9;ROI10;ROI20;ROI30;RSI 10;RSI 14;RSI 30;STOCHRSI10;STOCHRSI14;STOCHRSI30;ADX;Williams%R(14);CCI;ATR;UO;;;;;;;;;;;;;;;;;;;;;
1;20101216;20585;20634.6;20745;20410;0.007;0.007187854;704.31;20263.40272;20646.25525;-382.8525253;-122.825369;-260.0271563;3.24772E-07;-3.69629E-08;-5.13446E-08;50.44491403;50.49506048;50.33670223;0.644651038;0.832789498;0.672980897;21.93556568;-6.359447005;75.52641742;384.5939588;57.94097012;;;;;;;;;;;;;;;;;;;;;
0;20101217;20660;20708.58;20785;20465;0.004;0.00358524;600.2;20331.89154;20713.37421;-381.4826751;-174.5568302;-206.9258449;3.93095E-07;2.13033E-08;-5.59256E-08;50.06482718;50.61287444;50.28097129;0.168345389;1;0.587202786;20.94955364;-4.302927928;85.48489295;379.9801046;58.16147832;;;;;;;;;;;;;;;;;;;;;
0;20101220;20547;20410.27;20567;20358;-0.014;-0.01440514;16.32;20343.94976;20386.95429;-43.00452982;-148.2463701;105.2418403;2.17834E-07;-2.27296E-08;-3.35517E-08;50.10935405;50.51429762;50.34413016;0.224375716;0.785425543;0.684413578;19.65427195;-21.09966216;52.7582179;377.8800971;56.06677428;;;;;;;;;;;;;;;;;;;;;
0;20101221;20358;20366.62;20448;20199;-0.002;-0.002138629;-166.94;20347.43749;20365.05582;-17.61833315;-122.1207627;104.5024296;7.76732E-08;-5.67311E-08;-8.10648E-08;50.14492718;50.4049027;50.26302534;0.121196617;0.547303046;0.55958133;18.58489926;-23.55743243;41.26699131;368.6743759;56.32756867;;;;;;;;;;;;;;;;;;;;;
1;20101222;20404;20069.18;20404;20020;-0.015;-0.014604289;-418.16;20304.62865;20046.42032;258.2083246;-46.05494527;304.2632699;-1.05205E-08;-8.11588E-08;-6.17547E-08;50.27385455;50.24764853;50.34761902;0.316272288;0.205004225;0.689783444;18.14501814;-40.30518018;15.48837475;369.7690633;50.2592495;;;;;;;;;;;;;;;;;;;;;
1;20101223;20050;20373.66;20523;20050;0.015;0.015171522;-260.94;20315.24885;20398.83228;-83.58342877;-53.56064197;-30.0227868;1.10576E-07;4.65223E-09;-9.05073E-08;50.15375;50.02594872;50.27309813;0.134546129;0;0.575084833;17.29515471;-25.66063631;50.08733566;377.1427017;53.6282249;;;;;;;;;;;;;;;;;;;;;
0;20101227;20513;20736.6;20744;20498;0.018;0.017814178;28.02;20380.07211;20762.58213;-382.5100247;-119.3505185;-263.1595062;1.51457E-07;9.7381E-08;-9.10714E-08;50.28136543;50.18986231;50.19952944;0.327636749;0.279274843;0.461851811;16.36522746;-3.603871929;107.6948592;376.6567944;58.44315607;;;;;;;;;;;;;;;;;;;;;
0;20101228;20789;20733.37;20849;20699;0.000;-0.000155763;323.1;20434.42563;20731.12291;-296.6972836;-154.8198715;-141.8774121;8.2233E-08;9.82015E-08;-2.13429E-08;50.22438504;50.14518062;50.2246008;0.241421626;0.203146489;0.4458332;15.83150943;-11.40335306;113.3227269;360.4670234;54.30466309;;;;;;;;;;;;;;;;;;;;;
0;20101229;20791;20774.16;20914;20704;0.002;0.00196736;407.54;20486.69246;20777.47055;-290.7780896;-182.0115151;-108.7665744;5.8589E-08;1.02171E-07;-5.63303E-09;50.28272084;50.24481515;50.30712404;0.477631518;0.372903125;0.586732713;15.53864817;-12.96014829;107.8862512;349.7193788;50.41842033;;;;;;;;;;;;;;;;;;;;;
0;20101230;20686;20513.51;20746;20454;-0.013;-0.012546837;444.33;20490.81823;20493.20534;-2.387111019;-146.0866343;143.6995233;9.14273E-09;8.53061E-08;-2.91458E-10;50.27631185;50.12558645;50.33326221;0.556411429;0.16976208;0.631360811;14.50290873;-40.08908909;61.5921296;347.6079946;51.07427058;;;;;;;;;;;;;;;;;;;;;
0;20101231;20541;20448.48;20556;20398;-0.003;-0.003170106;74.82;20484.30466;20445.03959;39.26506853;-109.0162937;148.2813623;-4.14821E-08;1.43123E-07;-3.46821E-08;50.27351883;50.19610084;50.26140623;0.957768342;0.289904012;0.412039937;13.73080696;-50.38095238;37.6647959;334.0645665;48.67876098;;;;;;;;;;;;;;;;;;;;;
0;20110103;20481;20471.01;20603;20431;0.001;0.001101793;-265.59;20482.25933;20473.00772;9.251601706;-85.36271465;94.61431636;-5.3568E-08;1.72045E-07;-5.46523E-09;50.201507;50.20946113;50.30009518;0.531549041;0.312667176;0.484808293;12.83849157;-49.55145414;38.34132294;322.488526;50.00724079;;;;;;;;;;;;;;;;;;;;;
1;20110104;20463;20173.29;20466;20163;-0.015;-0.014543493;-560.08;20434.72558;20150.23479;284.4907928;-11.39201317;295.8828059;-5.50444E-08;8.26742E-08;-9.98098E-09;50.24989974;50.26352381;50.27688461;0.761809752;0.404778802;0.417665726;12.90536907;-82.85346756;-39.17805924;321.4543456;40.84968897;;;;;;;;;;;;;;;;;;;;;
1;20110105;20138;20436.28;20559;20103;0.013;0.013036545;-337.88;20434.96472;20458.28348;-23.31875339;-13.77736121;-9.541392177;1.992E-08;4.86642E-08;-5.41195E-08;50.20853854;50.24754609;50.23793633;0.424813407;0.37755608;0.227157268;12.5994194;-53.43624161;-19.04543242;331.0647495;40.20039988;;;;;;;;;;;;;;;;;;;;;
0;20110106;20473;20547.03;20681;20338;0.005;0.005419284;33.52;20452.20554;20553.85666;-101.6511196;-31.3521129;-70.29900675;1.17265E-07;5.34946E-08;-2.33285E-08;50.10883263;50.23235293;50.30590192;0;0.351670073;0.37454132;11.84876396;-41.04809843;31.59933627;331.9172674;43.60675711;;;;;;;;;;;;;;;;;;;;;
1;20110107;20486;20551.58;20561;20226;0.000;0.000221443;103.1;20467.49392;20551.40487;-83.91095764;-41.86388185;-42.04707579;4.44949E-08;7.7057E-08;1.81522E-08;50.14486969;50.2050906;50.34395461;0.207242708;0.366831747;0.472377371;11.54416988;-40.53914989;-8.519841134;332.1374625;49.82980074;;;;;;;;;;;;;;;;;;;;;
0;20110110;20608;20637.39;20898;20576;0.004;0.004175348;166.38;20493.63177;20644.00424;-150.3724663;-63.56559874;-86.80686758;-2.17781E-08;6.52034E-08;5.2996E-08;50.12478148;50.22208618;50.34971897;0.09171901;0.517575926;0.487197927;11.3601744;-30.94071588;103.851367;333.1576438;50.12293708;;;;;;;;;;;;;;;;;;;;;
0;20110111;20651;20542.06;20741;20361;-0.005;-0.004619286;368.77;20501.08227;20534.21814;-33.13586483;-57.47965196;24.34378713;-4.36078E-08;1.96955E-08;6.10729E-08;50.18326908;50.18625114;50.29230715;0.428070735;0.674744243;0.339588239;10.65226549;-41.60402685;21.53234409;336.5035264;50.12351699;;;;;;;;;;;;;;;;;;;;;
1;20110112;20396;20058.18;20428;20058.18;-0.024;-0.023555573;-378.1;20432.94346;20021.56168;411.3817778;36.29263398;375.0891438;-1.71904E-07;-5.5612E-08;5.41955E-08;50.22208026;50.18849648;50.33408259;0.676189185;0.684195301;0.446995737;10.88642534;-99.05324074;-144.9630177;347.0304173;45.4630414;;;;;;;;;;;;;;;;;;;;;
1;20110113;20147;20339.05;20373;20005;0.014;0.014002766;-207.98;20418.49831;20363.47218;55.0261337;40.03933393;14.98679978;-3.89953E-08;-1.48871E-08;2.21495E-08;50.23473303;50.18323701;50.3002446;0.764486635;0.417947365;0.359995964;11.24766726;-63.25082508;-103.0150344;348.5282447;52.48330304;;;;;;;;;;;;;;;;;;;;;
1;20110114;20420;21116.39;21124;20420;0.038;0.038219091;564.81;20525.86626;21174.30676;-648.4404915;-97.65663116;-550.7838603;1.58445E-07;5.91376E-08;8.78084E-08;50.40115382;50.2408907;50.26053728;1;0.835917458;0.257905758;11.47851658;-0.680071492;156.1692984;379.7012272;59.0407879;;;;;;;;;;;;;;;;;;;;;
1;20110118;21301;21308.13;21343;21078;0.009;0.009080151;670.74;20646.21453;21318.4241;-672.2095646;-212.5672179;-459.6423468;1.94462E-07;7.14994E-08;1.66352E-07;50.54595425;50.41389696;50.1891119;1;1;0.152435501;12.15792822;-2.60612855;240.4622381;371.5082824;60.90714013;;;;;;;;;;;;;;;;;;;;;
0;20110119;21333;21460.09;21505;21223;0.007;0.00713155;918.03;20771.42614;21470.98738;-699.5612356;-309.9660214;-389.5952142;2.94087E-07;1.21172E-07;1.43548E-07;50.60751485;50.50582516;50.31231844;1;1;0.802627834;13.11150831;-2.994;223.4584669;365.1148337;60.61647754;;;;;;;;;;;;;;;;;;;;;
1;20110120;21498;21344.14;21530;21278;-0.005;-0.005403053;1285.96;20859.53597;21334.38251;-474.8465434;-342.9421258;-131.9044176;2.09293E-07;1.14183E-07;1.13033E-07;50.24488645;50.30255244;50.24606244;0.272826682;0.369869219;0.452978004;14.04706277;-12.18754098;177.6953104;357.0352027;61.74641967;;;;;;;;;;;;;;;;;;;;;
1;20110121;21463;21590.86;21623;21443;0.012;0.011559145;1251.81;20972.04736;21610.58904;-638.5416818;-402.062037;-236.4796448;2.35338E-07;1.73467E-07;9.77993E-08;50.42302946;50.38231055;50.34485708;0.617831687;0.617113625;0.969728061;15.10733678;-1.986402967;179.5414254;351.4512596;65.34907939;;;;;;;;;;;;;;;;;;;;;
1;20110124;21640;21712.14;21858;21568;0.006;0.005617192;595.75;21085.90776;21719.95161;-634.0438498;-448.4583996;-185.5854502;2.58875E-07;1.50496E-07;1.30648E-07;50.61960228;50.53070338;50.35388571;1;1;1;16.54897355;-7.871559633;173.9459722;347.0618839;71.68175124;;;;;;;;;;;;;;;;;;;;;
1;20110125;21693;21792.28;21973;21658;0.004;0.003691023;484.15;21194.58041;21797.84372;-603.2633075;-479.4193812;-123.8439264;2.55701E-07;1.17538E-07;1.24917E-07;50.81367339;50.47553757;50.46038047;1;0.841234106;1;18.09692384;-9.182926829;154.987729;344.7717494;68.64180019;;;;;;;;;;;;;;;;;;;;;
0;20110126;21940;22093.85;22318;21883;0.014;0.013838387;633.76;21332.92958;22116.61971;-783.6901321;-540.2735314;-243.4166008;3.35753E-07;1.47604E-07;1.06808E-07;50.86099851;50.65388681;50.5674247;1;1;1;20.0974665;-9.690877648;161.6942612;357.6966244;60.95903252;;;;;;;;;;;;;;;;;;;;;
0;20110127;22233;22156.85;22243;21955;0.003;0.002851472;812.71;21459.68657;22159.94464;-700.2580684;-572.2704388;-127.9876296;4.5398E-07;1.49179E-07;1.17387E-07;50.19088752;50.82587301;50.66921383;0;1;1;21.95511326;-6.96714224;136.3940951;352.7182941;60.02647894;;;;;;;;;;;;;;;;;;;;;
1;20110128;22248;21940.13;22258;21863;-0.010;-0.009781174;349.27;21533.60094;21923.22118;-389.6202387;-535.7403988;146.12016;3.50061E-07;1.56956E-07;1.26566E-07;50.01349866;50.53026196;50.50843838;0;0.540002352;0.665122255;23.28381446;-16.33679204;108.5504968;355.738416;52.61627213;;;;;;;;;;;;;;;;;;;;;
1;20110131;22068;22007;22173;21940;0.003;0.00304784;294.86;21606.43157;22013.44452;-407.0129573;-509.9949105;102.9819531;1.89179E-07;1.70606E-07;9.95924E-08;50.14169857;50.68957579;50.59417585;0.15126835;0.787909151;0.843704065;24.51760843;-13.44574146;98.42218617;346.9713862;53.24599769;;;;;;;;;;;;;;;;;;;;;
0;20110201;21902;22311.52;22405;21860;0.014;0.013837415;519.24;21714.90671;22334.44888;-619.5421721;-531.9043628;-87.63780927;2.07919E-07;1.96818E-07;9.74025E-08;50.28534722;50.5990199;50.69394043;0.32076532;0.646995965;1;26.08765018;-3.895;102.9172715;361.1162872;55.9214862;;;;;;;;;;;;;;;;;;;;;
0;20110202;22270;22025.11;22462;22002;-0.013;-0.012836866;-68.74;21762.63029;22001.3147;-238.6844077;-473.2603718;234.5759641;1.1996E-07;2.03251E-07;1.42886E-07;50.20845188;49.83455042;50.51643808;0.230033333;0;0.648390824;27.64400469;-17.78144078;91.96899337;368.1794096;51.65251669;;;;;;;;;;;;;;;;;;;;;
1;20110203;21872;22050.45;22214;21715;0.001;0.001150505;-106.4;21806.91025;22054.22964;-247.3193899;-428.0721754;180.7527855;1.49543E-07;1.76066E-07;1.25992E-07;49.97923493;50.01375938;50.52200815;0;0.180777642;0.659424393;27.79444422;-20.15426053;68.60505046;377.5237375;53.50392371;;;;;;;;;;;;;;;;;;;;;
1;20110204;22119;22525.59;22525.59;21996;0.022;0.02154786;585.46;21917.47636;22561.84849;-644.3721253;-471.3321654;-173.0399599;1.90733E-07;2.08153E-07;1.47452E-07;50.1118718;50.16036511;50.49950298;0.150422265;0.328666675;0.614844564;28.56313727;0;98.56285892;388.3856134;57.48593829;;;;;;;;;;;;;;;;;;;;;
0;20110207;22548;22625.42;22713;22513;0.004;0.004431848;618.42;22026.39077;22630.31012;-603.9193466;-497.8496016;-106.069745;1.84652E-07;2.16539E-07;1.56519E-07;50.24078732;50.29663348;50.62511051;0.296624178;0.466127852;0.863656833;29.6065131;-5.877852349;118.656982;374.9294981;56.33088562;;;;;;;;;;;;;;;;;;;;;
1;20110208;22598;22443.86;22758;22318;-0.008;-0.008024602;132.34;22090.61681;22429.51768;-338.9008783;-466.0598569;127.1589786;1.33946E-07;1.91112E-07;1.37225E-07;50.13132395;50.16841149;50.4748688;0.172482769;0.336783483;0.56604745;29.78160869;-21.22567568;98.36496293;379.5773911;55.59346907;;;;;;;;;;;;;;;;;;;;;
1;20110209;22590;22618.05;22717;22543;0.008;0.007761143;592.94;22171.76037;22632.55249;-460.7921124;-465.006308;4.214195653;1.06046E-07;2.17008E-07;1.24172E-07;50.21531176;49.99835484;50.50291203;0.771209909;0.165238265;0.621597468;29.94419745;-10.64258555;106.2716977;371.9747203;57.95269442;;;;;;;;;;;;;;;;;;;;;
0;20110210;22752;22793.01;22962;22672;0.008;0.007735415;742.56;22267.33724;22805.35289;-538.0156466;-479.6081757;-58.40747083;1.26659E-07;2.83984E-07;1.31984E-07;50.3168587;50.12148302;50.61452706;1;0.289444232;0.842692403;30.58827663;-12.12266858;125.8491725;369.9729546;54.13322016;;;;;;;;;;;;;;;;;;;;;
0;20110211;22717;22734.17;22810;22574;-0.003;-0.002581493;208.58;22339.15766;22728.69439;-389.5367295;-461.5938865;72.05715697;1.58656E-07;2.48245E-07;1.63089E-07;50.019716;50.012992;50.32327652;0.119899964;0.180003545;0.265762755;30.77012041;-17.47162577;112.6470014;360.4034578;60.32407181;;;;;;;;;;;;;;;;;;;;;
0;20110214;22715;22683.46;22831;22581;-0.002;-0.002230563;58.04;22392.12725;22679.98043;-287.8531772;-426.8457446;138.9925674;1.35741E-07;1.59639E-07;1.64348E-07;50.01744924;49.98678485;50.03351272;0.113186077;0.153566997;0;30.98475151;-22.33680834;105.5617856;352.5174965;58.6614727;;;;;;;;;;;;;;;;;;;;;
1;20110215;22578;22596.79;22646;22298;-0.004;-0.003820846;152.93;22423.61383;22590.39074;-166.7769057;-374.8319769;208.0550712;5.81162E-08;1.31705E-07;1.59894E-07;50.02868333;49.97998014;49.97635475;0.146460077;0.146702728;0;30.01723965;-29.28708901;65.77195036;354.8705325;55.23768031;;;;;;;;;;;;;;;;;;;;;
0;20110216;22473;22695.19;22793;22353;0.004;0.004354601;77.14;22465.39478;22703.25148;-237.8567023;-347.436922;109.5802196;1.33614E-07;1.25016E-07;1.75492E-07;49.92994155;50.05501765;49.84546078;0;0.257848758;0;29.49590165;-21.39615076;75.89846488;360.9512088;58.06293338;;;;;;;;;;;;;;;;;;;;;
1;20110217;22858;22675.14;22865;22575;-0.001;-0.000883447;-117.87;22497.66327;22672.97758;-175.3143033;-313.0123982;137.6980949;1.24762E-07;1.35093E-07;1.62444E-07;50.02735095;49.91869342;49.81935022;0.251757782;0.098409945;0;29.1919026;-23.00400962;85.39895733;355.8832653;59.83726351;;;;;;;;;;;;;;;;;;;;;
1;20110218;22628;22823.82;22935;22628;0.007;0.006556961;89.65;22547.84123;22835.42326;-287.5820305;-307.9263247;20.34429416;5.82681E-08;1.23254E-07;1.51864E-07;50.09309454;50.03211893;49.9498786;0.42167424;0.258438715;0.149245185;29.08600687;-11.08099439;96.51484831;352.3916035;60.51576168;;;;;;;;;;;;;;;;;;;;;
0;20110222;22920;23153.72;23173;22883;0.015;0.014454197;470.26;22641.05335;23178.20436;-537.1510136;-353.7712625;-183.3797512;1.00724E-07;1.40581E-07;1.59136E-07;50.20913249;50.14853205;50.09823022;0.721578095;0.679491746;0.318869333;29.54481305;-1.322359396;143.1132783;352.1622032;64.56615725;;;;;;;;;;;;;;;;;;;;;
0;20110223;23123;23178.38;23220;23028;0.001;0.001065056;581.59;22723.71899;23178.39351;-454.6745214;-373.9519143;-80.7226071;1.39833E-07;1.34767E-07;1.74258E-07;50.22463331;50.10089027;50.24224935;0.761640484;0.482078686;0.483539748;30.07417832;-2.765448505;148.2929727;340.7220458;67.28976681;;;;;;;;;;;;;;;;;;;;;
0;20110224;23218;23059.03;23243;22858;-0.005;-0.005149195;363.84;22775.3053;23049.84819;-274.5428931;-354.07011;79.52721696;8.45685E-08;9.42931E-08;1.83661E-07;50.19605048;50.11308237;49.9566203;0.687767219;0.514338031;0.1569536;29.77964625;-14.75300722;117.4285467;343.8847569;66.86338102;;;;;;;;;;;;;;;;;;;;;
0;20110225;22876;22230.2;22911;22203;-0.036;-0.035943836;-444.94;22691.44294;22167.15014;524.2928057;-178.3975269;702.6903326;-1.08765E-07;1.05506E-08;2.1906E-07;50.32837245;50.23011198;49.71273438;1;0.823989282;0;28.04847327;-97.38461538;-25.45010603;380.4665599;49.53927637;;;;;;;;;;;;;;;;;;;;;
0;20110228;21954;21915.38;22134;21866;-0.014;-0.014161816;-908.44;22572.04865;21896.01307;676.0355794;-7.51090561;683.546485;-1.63168E-07;7.07665E-10;1.43618E-07;50.47935388;50.36853795;49.86486487;1;1;0.155044386;27.26197521;-96.41394336;-138.886743;379.3046628;43.05008529;;;;;;;;;;;;;;;;;;;;;
1;20110301;21786;21929.94;22049;21726;0.001;0.000664374;-1223.78;22473.2627;21932.54976;540.712936;102.1338627;438.5790733;-1.49859E-07;-4.72708E-09;6.11585E-08;50.28827983;50.20466669;49.91301287;0.652221041;0.635715795;0.204114609;26.8376141;-86.55636124;-149.9499668;375.2829012;45.61437626;;;;;;;;;;;;;;;;;;;;;
1;20110302;21984;22349.71;22414;21971;0.019;0.019141411;-828.67;22454.25459;22381.79925;72.45534352;96.19815888;-23.74281535;-4.43035E-08;7.22762E-09;4.70254E-08;50.24195112;50.1624908;49.97452145;0.567896927;0.541959196;0.266801318;25.34639345;-58.88529993;-71.1315167;383.0526939;49.60253718;;;;;;;;;;;;;;;;;;;;;
0;20110303;22304;22466.57;22659;22146;0.005;0.005228703;-592.46;22456.14927;22473.09083;-16.94155648;73.57021581;-90.51177229;-4.01823E-08;4.73955E-08;6.52141E-08;50.19993128;50.11108671;50.03381391;0.381812422;0.427688415;0.327229466;23.74479693;-51.18193804;-33.70111178;392.3346444;48.25421285;;;;;;;;;;;;;;;;;;;;;
0;20110304;22586;22225.69;22719;22119;-0.011;-0.010721708;-4.51;22420.694;22206.65917;214.034831;101.6631388;112.3716921;-8.48831E-08;2.12008E-08;8.24158E-08;50.32525563;50.19172549;49.94425753;0.601049781;0.606947634;0.235957731;22.40761921;-67.06064601;-59.84879287;407.1678841;43.12573766;;;;;;;;;;;;;;;;;;;;;
0;20110307;22064;22238.75;22398;21874;0.001;0.000587608;323.37;22392.70261;22241.21853;151.4840882;111.6273287;39.85675949;-1.11675E-07;-2.59371E-08;4.78194E-08;50.21739944;50.1710562;49.98235092;0.075357225;0.560999991;0.274780757;21.09990601;-66.19973632;-102.850173;415.5130352;45.61735413;;;;;;;;;;;;;;;;;;;;;
0;20110308;22358;22154.23;22486;22056;-0.004;-0.003800573;224.29;22356.01452;22147.53857;208.4759444;130.9970519;77.47889257;-1.945E-07;-4.46159E-08;4.01733E-08;50.12934648;50.25332665;50.0486664;0;0.743886395;0.342366439;19.64385399;-71.77125906;-77.58891569;416.5478184;48.6819232;;;;;;;;;;;;;;;;;;;;;
0;20110309;22256;22138.44;22456;22112;-0.001;-0.000712731;-211.27;22322.54152;22137.74011;184.8014068;141.7579228;43.04348394;-2.02669E-07;-2.81337E-08;2.85331E-08;49.95405789;50.27703719;50.11232847;0;0.796594699;0.407247884;18.29180569;-72.8121292;-69.96170095;411.3658314;46.89470341;;;;;;;;;;;;;;;;;;;;;
1;20110310;22089;22145.79;22452;21982;0.000;0.000332002;-320.78;22295.34898;22146.40922;148.9397531;143.1942889;5.745464188;-1.77851E-07;-4.48977E-08;5.86639E-09;50.10523696;50.27739481;50.11572727;0.287797868;0.729078517;0.410711791;17.41051464;-72.3276203;-72.12226277;415.5539863;45.0122955;;;;;;;;;;;;;;;;;;;;;
1;20110311;22252;22303.69;22374;22117;0.007;0.007130023;78;22296.63221;22315.78852;-19.1563114;110.7241688;-129.8804802;1.65322E-08;-4.5937E-08;1.92961E-09;50.14729125;50.20516686;50.12533357;0.367856134;0.389603931;0.420502081;16.59217295;-61.91891892;-50.7721248;404.2287015;42.8061778;;;;;;;;;;;;;;;;;;;;;
0;20110314;22362;22442.72;22568;22277;0.006;0.006233498;203.97;22319.10725;22452.48396;-133.3767053;61.903994;-195.2806993;1.07307E-07;-2.60135E-08;2.79014E-08;50.10731146;50.10609355;50.08274137;0.412862345;0.019440808;0.377094075;15.61502741;-52.75411997;-10.41505121;396.1409371;40.6689699;;;;;;;;;;;;;;;;;;;;;
0;20110315;22278;22084.46;22373;21993;-0.016;-0.015963306;-69.77;22283.00768;22056.15046;226.8572123;94.89463767;131.9625747;3.37564E-08;-5.75269E-08;3.33281E-08;50.19542707;50.01118759;50.14141275;0.650244206;0;0.436889249;15.1483602;-76.37046803;-70.97106225;399.9680131;40.88426069;;;;;;;;;;;;;;;;;;;;;
0;20110316;21935;21863.02;22088;21825;-0.010;-0.01002696;-275.42;22218.39419;21848.16381;370.2303778;149.9617857;220.2685921;-9.93158E-08;-7.23028E-08;-1.33366E-08;50.25481016;50.20383197;50.19655414;0.810221164;0.539091035;0.530285426;15.1638613;-88.4371308;-111.5277638;390.1845836;35.01879246;;;;;;;;;;;;;;;;;;;;;
0;20110317;21742;21804.32;22155;21719;-0.003;-0.002684899;-341.47;22154.69047;21800.9474;353.7430677;190.7180421;163.0250256;-1.35877E-07;-8.86399E-08;-8.92875E-09;50.26812861;50.27278837;50.2142047;0.846100823;0.732056838;0.549631128;15.44942029;-91.468;-107.4091947;393.4571133;35.20505598;;;;;;;;;;;;;;;;;;;;;
0;20110318;21336;21365.4;21561;20938;-0.020;-0.020129956;-938.29;22033.26116;21331.89635;701.3648104;292.8473958;408.5174147;-1.82703E-07;-1.35502E-07;-1.53023E-08;50.43125249;50.36211919;50.3210614;1;1;0.666750257;17.23023966;-76.00224593;-210.0182899;427.2330338;40.61061127;;;;;;;;;;;;;;;;;;;;;
1;20110321;21408;20861.78;21501;20798;-0.024;-0.023571756;-1580.94;21853.03329;20825.6172;1027.416089;439.7611345;587.6549549;-3.02921E-07;-2.10984E-07;-8.45617E-08;50.61782185;50.5804362;50.42186407;1;1;0.777233936;19.0892402;-96.67985424;-225.6033251;446.9306742;35.77087443;;;;;;;;;;;;;;;;;;;;;
0;20110322;20833;21140.59;21300;20833;0.013;0.013364631;-943.87;21743.42663;21164.81868;578.6079558;467.5304987;111.0774571;-2.1773E-07;-2.10778E-07;-1.29124E-07;50.36842316;50.35376069;50.30403482;0.624265996;0.601798749;0.655694431;20.815455;-82.16605934;-184.0375923;448.3641975;36.24254757;;;;;;;;;;;;;;;;;;;;;
1;20110323;21292;21197.1;21448;21055;0.003;0.002673057;-665.92;21659.37638;21199.58318;459.7932026;465.9830395;-6.189836929;-2.01177E-07;-2.06423E-07;-9.3984E-08;50.28795095;50.11352277;50.23099756;0.356456053;0.179772382;0.574703237;21.84709355;-79.22436231;-137.0352842;444.409612;34.6572171;;;;;;;;;;;;;;;;;;;;;
0;20110324;21478;21503;21528;21278;0.014;0.014431219;-301.32;21635.31848;21526.33976;108.978721;394.5821758;-285.6034548;-1.32746E-07;-1.57957E-07;-1.00806E-07;50.14040057;50.114661;50.14776601;0.064815725;0.181771909;0.482407578;22.50094166;-60.16949153;-90.69698513;436.3017825;40.30386189;;;;;;;;;;;;;;;;;;;;;
1;20110325;21563;21556.82;21820;21455;0.003;0.002502907;191.42;21623.24179;21559.16463;64.0771536;328.4811714;-264.4040178;-1.5388E-07;-6.83873E-08;-8.98439E-08;49.96785504;50.00296492;50.05516611;0;0;0.482890131;22.07782672;-57.12881356;-52.59550828;431.2087981;39.67654197;;;;;;;;;;;;;;;;;;;;;
1;20110328;21490;21698.38;21715;21488;0.007;0.006566831;836.6;21634.80151;21709.08887;-74.28736154;247.9274648;-322.2148263;-1.5134E-07;-2.01758E-08;-8.11777E-08;49.79470172;50.07168752;50.06561614;0;0.119006085;0.497626548;21.68493428;-49.13107345;-43.82799132;416.6224554;44.12646346;;;;;;;;;;;;;;;;;;;;;
0;20110329;21627;22023.91;22023.91;21610;0.015;0.015002502;883.32;21694.66436;22048.12701;-353.4626527;127.6494413;-481.112094;-8.50177E-09;1.26737E-08;-6.62038E-08;50.05388787;50.2113147;50.10467354;0.314882526;0.360796788;0.552704483;20.3291025;-30.73954802;-0.26687764;416.4287085;49.83947825;;;;;;;;;;;;;;;;;;;;;
0;20110330;22096;21984.99;22136;21936;-0.002;-0.00176717;787.89;21739.32984;21980.13331;-240.8034665;53.95885974;-294.7623262;2.90533E-08;-3.48558E-08;-3.67972E-08;50.01841313;50.08366904;50.15802759;0.271784643;0.139754347;0.627943264;19.00993581;-32.93841808;25.14381578;400.9695151;55.90642833;;;;;;;;;;;;;;;;;;;;;
0;20110331;21981;22009.95;22111;21898;0.001;0.00113532;506.95;21780.96371;22012.24359;-231.2798806;-3.08888833;-228.1909923;4.63771E-08;-4.41152E-08;-4.63464E-08;50.21620171;50.04139689;50.11252791;0.512075909;0.06655218;0.563780557;17.66883506;-31.52824859;27.65444516;387.5431211;54.68594161;;;;;;;;;;;;;;;;;;;;;
1;20110401;22028;21780.78;22033;21606;-0.010;-0.010412109;223.96;21780.93545;21762.97511;17.9603396;1.120957256;16.83938234;9.14817E-08;-4.38686E-08;-4.3638E-08;50.05500219;49.8984728;50.19072883;0.316236303;0;0.674057874;17.22554984;-37.60126984;-4.097127768;390.3614696;54.5010105;;;;;;;;;;;;;;;;;;;;;
0;20110404;21946;22001.19;22026;21873;0.010;0.010119472;302.81;21814.82076;22019.51422;-204.6934588;-40.04192596;-164.6515329;2.43699E-07;-2.1767E-08;-6.97967E-08;49.72254837;50.03620594;50.13599709;0;0.201965596;0.596876301;16.81392785;-11.33456153;29.31426307;379.9942218;54.81857122;;;;;;;;;;;;;;;;;;;;;
1;20110405;22031;21727.44;22031;21631;-0.012;-0.012442509;-296.47;21801.37757;21704.97275;96.4048171;-12.75257734;109.1573944;1.27993E-07;-4.19284E-08;-7.75555E-08;49.86431779;50.06236098;50.07865488;0.250740682;0.240318152;0.516013512;17.06952936;-31.50773766;0.107227691;381.423206;53.92799225;;;;;;;;;;;;;;;;;;;;;
0;20110406;21866;21967.77;22026;21596;0.011;0.011061128;-17.22;21826.9764;21987.98517;-161.0087682;-42.40381551;-118.6049527;1.64776E-07;-1.46717E-08;-9.79098E-08;49.99076015;50.15450157;49.99257161;0.543320095;0.375428896;0.394620671;17.39481572;-12.57324365;18.50778337;384.892977;57.00545586;;;;;;;;;;;;;;;;;;;;;
