Class;Date;Opening Price;Closing Price;Maximum;Minimum;Var. %;Return;MOMENTUM5;EMA12;EMA26;MACD 12-26;EMA9 of MACD 12-26;MACD 12-26-9;ROI10;ROI20;ROI30;RSI 10;RSI 14;RSI 30;STOCHRSI10;STOCHRSI14;STOCHRSI30;ADX;Williams%R(14);CCI;ATR;UO;;;;;;;;;;;;;;;;;;;;;
1;20130110;16866.61;16909.83;16915.36;16781.97;0.001;0.000973162;510.47;16344.35871;16907.36173;-563.0030194;-383.729537;-179.2734825;3.81984E-07;1.88725E-07;2.25859E-07;50.11130634;50.33465745;50.54156977;0.462951775;0.625258912;0.776429647;21.37501795;-0.305317381;177.7788302;264.7082398;73.32788472;;;;;;;;;;;;;;;;;;;;;
0;20130111;16897.97;16959.78;16970.16;16795.66;0.003;0.002953903;625.83;16439.03891;16963.81217;-524.77327;-411.9382836;-112.8349864;3.82743E-07;2.11676E-07;2.68342E-07;50.31118814;49.94166291;50.50523011;0.629969072;0;0.679269757;22.87521761;-0.607827981;155.5006263;258.2647941;75.77154034;;;;;;;;;;;;;;;;;;;;;
1;20130114;16992.99;16895.66;17103.12;16873.44;-0.004;-0.003780709;487.38;16509.2883;16890.41753;-381.1292208;-405.776471;24.64725025;3.25863E-07;1.88595E-07;2.13132E-07;50.11903844;49.73573486;50.41447862;0.469412567;0;0.436631108;24.56446946;-13.58122484;139.4747401;256.2230231;67.65058658;;;;;;;;;;;;;;;;;;;;;
1;20130115;16850.59;16951.14;17082;16815.41;0.003;0.003283684;677.76;16577.26549;16955.81096;-378.5454714;-400.3302711;21.78479968;2.88727E-07;1.66918E-07;2.09922E-07;50.28991566;49.90029888;50.40568106;0.612194205;0.231740619;0.41310943;25.79061718;-10.9323186;119.9006017;256.9635214;65.40630555;;;;;;;;;;;;;;;;;;;;;
1;20130116;17038.97;17326.27;17326.27;17035.13;0.022;0.022130075;432.88;16692.49695;17354.76685;-662.2698977;-452.7181964;-209.5517013;3.46838E-07;2.42838E-07;1.95668E-07;50.50161194;50.10137834;50.56271416;0.789083445;0.514902642;0.832962575;27.46678005;0;142.7138311;265.4039842;71.32764434;;;;;;;;;;;;;;;;;;;;;
0;20130117;17398.38;17451.07;17561.79;17231.67;0.007;0.007202935;541.24;16809.2005;17458.47793;-649.2774372;-492.0300446;-157.2473926;3.62174E-07;2.83147E-07;2.17589E-07;50.72369578;50.31214226;50.71600179;1;0.811702394;1;29.45184165;-6.344294891;148.3648531;270.0265567;74.87029498;;;;;;;;;;;;;;;;;;;;;
0;20130118;17529.34;17502.39;17550.31;17334.43;0.003;0.002940794;542.61;16915.84504;17505.76785;-589.9228149;-511.6085986;-78.31421623;4.00703E-07;3.15253E-07;2.20721E-07;50.69236164;50.51501983;50.86586446;0.973136891;1;1;31.29511313;-3.858170032;133.795752;266.1589455;70.39494131;;;;;;;;;;;;;;;;;;;;;
1;20130122;17576.25;17391.24;17683.92;17270.49;-0.006;-0.006350561;495.58;16988.98272;17382.43017;-393.4474422;-487.9763674;94.5289251;3.40582E-07;3.62228E-07;2.4264E-07;50.42440256;50.28219481;50.59944667;0.709513692;0.701232497;0.56658485;33.23742855;-19.27326845;116.9110797;276.6783066;62.54980747;;;;;;;;;;;;;;;;;;;;;
0;20130123;17332.58;17467.48;17489.98;17295.11;0.004;0.004383816;516.34;17062.59769;17474.02229;-411.4246062;-472.6660151;61.24140888;4.1126E-07;3.30018E-07;2.34175E-07;50.05712669;50.44938874;50.59033944;0.179423583;0.915780364;0.551768965;35.04100715;-14.70430381;102.2139833;270.8348561;62.24905473;;;;;;;;;;;;;;;;;;;;;
1;20130124;17429.49;17339.95;17450.39;17195.88;-0.007;-0.007300996;13.68;17105.26728;17329.63675;-224.3694715;-423.0067064;198.6372349;1.52458E-07;2.78208E-07;2.48004E-07;50.02184577;50.36794944;50.29912618;0;0.811275214;0;36.05306742;-23.36832093;83.27814021;270.8895092;64.42822294;;;;;;;;;;;;;;;;;;;;;
0;20130125;17343.98;17587.35;17587.35;17323.9;0.014;0.014267631;136.28;17179.43385;17607.1741;-427.7402483;-423.9534148;-3.786833504;2.25904E-07;2.96587E-07;1.75065E-07;50.16193704;50.25005381;50.42764806;0.199602862;0.659988285;0.226774649;37.28323774;-6.846314178;99.19884296;270.3581157;69.10377646;;;;;;;;;;;;;;;;;;;;;
1;20130128;17696.74;17554.13;17709.05;17483.31;-0.002;-0.001888858;51.74;17237.07941;17550.04968;-312.9702749;-401.7567868;88.78651188;1.98744E-07;2.84264E-07;2.13284E-07;50.12357901;50.19925304;50.16112073;0.144950118;0.594799337;0;38.66299829;-10.79078061;103.7103306;267.1711075;62.66168183;;;;;;;;;;;;;;;;;;;;;
1;20130129;17595.05;17631.99;17638.38;17480.33;0.004;0.004435423;240.75;17297.83489;17638.2931;-340.4582158;-389.4970726;49.0388568;2.44464E-07;2.78359E-07;2.00258E-07;49.98331603;49.96068664;50.29323473;0;0.28866434;0.187463894;39.92325701;-6.783570133;96.21403051;259.3767426;65.59081705;;;;;;;;;;;;;;;;;;;;;
0;20130130;17632.13;17715.9;17764.69;17394.24;0.005;0.004758964;248.42;17362.1526;17721.86976;-359.7171661;-383.5410913;23.82392516;2.51634E-07;2.63949E-07;1.87654E-07;50.13964479;50.07948348;50.41856079;0.21114672;0.441107722;0.365295985;41.33927353;-4.964791599;92.93898785;267.3105467;66.71395357;;;;;;;;;;;;;;;;;;;;;
1;20130131;17749.53;17579;17752.55;17555.1;-0.008;-0.007727522;239.05;17395.51373;17568.01002;-172.4962839;-341.3321298;168.835846;8.37455E-08;2.12798E-07;2.09103E-07;50.1331651;50.06800809;50.17308073;0.202394878;0.426382184;0.016970711;42.65414601;-19.16246143;85.94855945;262.3205077;67.06524268;;;;;;;;;;;;;;;;;;;;;
0;20130201;17530.64;17756.63;17765.65;17456.35;0.010;0.01010467;169.28;17451.07008;17771.13923;-320.0691463;-337.0795331;17.01038679;9.92495E-08;2.27596E-07;2.06514E-07;50.20556574;50.19490099;50.11349005;0.313449104;0.589214659;0;43.11464331;-0.949233878;85.08885959;265.6761857;69.52942859;;;;;;;;;;;;;;;;;;;;;
1;20130204;17736.05;17726.89;17876;17662.88;-0.002;-0.001674867;172.76;17493.50392;17723.48621;-229.9822967;-315.6600858;85.67778912;7.33784E-08;2.34504E-07;2.43223E-07;50.16163249;49.95652211;49.77874268;0.404266387;0.091461393;0;43.81218529;-14.05915575;97.96807944;261.9221724;68.32238942;;;;;;;;;;;;;;;;;;;;;
0;20130205;17801.79;17897.41;17924.92;17756.1;0.010;0.009619285;265.42;17555.64331;17910.78875;-355.145439;-323.5571565;-31.58828249;1.61909E-07;2.4643E-07;2.80045E-07;50.179035;50.10637826;49.56297163;0.880626442;0.268320064;0;44.57512304;-3.091740748;114.6164287;257.3584458;67.27862485;;;;;;;;;;;;;;;;;;;;;
0;20130206;17887.16;17891.91;17937.17;17733.28;0.000;-0.000307307;176.01;17607.37665;17890.45779;-283.081138;-315.4619528;32.38081474;1.3574E-07;2.68622E-07;2.69599E-07;50.14076204;50.0649839;49.52937695;0.7084194;0.194202741;0;45.09699442;-6.105572718;114.020107;253.5392711;70.05078976;;;;;;;;;;;;;;;;;;;;;
1;20130207;17968.6;17289.91;17983.63;17252.3;-0.034;-0.033646492;-289.09;17558.53563;17243.71402;314.8216108;-189.4052401;504.2268509;-1.19091E-08;7.0495E-08;2.5542E-07;50.15496703;50.15956502;49.60310062;0.77233396;0.363551907;0.055162262;42.5729222;-88.06347191;23.2061625;287.6671803;52.35305335;;;;;;;;;;;;;;;;;;;;;
0;20130208;17331.31;17439.06;17519.78;17080.16;0.009;0.008626419;-317.57;17540.15476;17454.08661;86.06814726;-134.3105626;220.3787099;-4.41554E-08;9.18349E-08;1.73999E-07;50.11308466;50.14674816;49.71877045;0.583886586;0.385958465;0.141709895;39.59194973;-60.27538269;-33.89269365;298.5209532;52.95745971;;;;;;;;;;;;;;;;;;;;;
0;20130211;17411.8;17318.94;17558.21;17130.8;-0.007;-0.006887986;-407.95;17506.12172;17308.54411;197.5776146;-67.93292716;265.5105417;-7.33267E-08;6.40582E-08;1.87136E-07;50.17995702;50.16147464;49.79360573;0.884775006;0.415837716;0.197703894;36.86743591;-73.57078818;-49.59492798;307.7273137;54.30726642;;;;;;;;;;;;;;;;;;;;;
1;20130212;17283.86;16539;17284.79;16539;-0.045;-0.045033934;-1358.41;17357.33376;16479.8043;877.5294646;121.1595512;756.3699134;-3.75892E-07;-5.7636E-08;1.68934E-07;50.4435452;50.37977683;49.9663447;1;1;0.326952366;36.11179536;-100;-235.0872802;341.4567913;40.08421763;;;;;;;;;;;;;;;;;;;;;
0;20130213;16484.76;16712.26;16802.86;16416.77;0.011;0.010475845;-1179.65;17258.09165;16730.14121;527.9504388;202.5177287;325.4327101;-3.37787E-07;-3.55208E-08;5.4872E-08;50.08667391;50.17184816;50.01140988;0;0.508738688;0.36067148;35.71196577;-81.14126342;-257.3522611;344.6448776;43.83799574;;;;;;;;;;;;;;;;;;;;;
0;20130214;16707.82;16602.85;16805.14;16408.08;-0.007;-0.006546691;-687.06;17157.28524;16593.05837;564.2268707;274.8595571;289.3673136;-3.32901E-07;-1.22116E-07;5.41895E-08;50.32164452;50.3052854;50.14876211;0.658418361;0.824003301;0.463442537;35.36238532;-87.63796769;-220.1681922;348.3888149;42.12624737;;;;;;;;;;;;;;;;;;;;;
1;20130215;16635.69;16400.56;16828.15;16395.74;-0.012;-0.012184053;-1038.5;17040.86597;16385.75243;655.1135386;350.9103534;304.2031852;-4.72909E-07;-1.82727E-07;3.24862E-08;50.34760734;50.5143647;50.30099272;0.731169582;1;0.577346036;34.9227661;-99.69645253;-183.3210949;354.3903281;37.1310435;;;;;;;;;;;;;;;;;;;;;
0;20130219;16415.34;16630.5;16637.68;16378.46;0.014;0.014020253;-688.44;16977.73275;16649.32674;328.4060094;346.4094846;-18.00347518;-3.71995E-07;-1.4689E-07;1.50439E-08;50.23789755;50.27513647;50.16100022;0.423748399;0.571154608;0.472599458;34.56438621;-84.29823632;-147.8658932;347.5924476;44.30613726;;;;;;;;;;;;;;;;;;;;;
1;20130220;16606.33;16529.87;16694.51;16467.23;-0.006;-0.006050931;-9.13;16908.83078;16520.68102;388.1497642;354.7575405;33.39222368;-4.69059E-07;-1.46878E-07;3.489E-08;49.98267837;50.27557662;50.30059532;0;0.571943627;0.577048691;33.91862341;-90.56735424;-119.6399906;338.9987013;38.59377368;;;;;;;;;;;;;;;;;;;;;
1;20130221;16474.03;16644.45;16661.18;16369.41;0.007;0.006931694;-67.81;16868.15682;16653.97069;214.1861269;326.6432578;-112.4571309;-4.22338E-07;-1.38213E-07;3.91465E-08;50.11353528;50.20831481;50.15236338;0.283936476;0.451368723;0.466137117;33.63203012;-82.96143029;-102.560103;335.6252226;42.59431585;;;;;;;;;;;;;;;;;;;;;
0;20130222;16701.05;16712.15;16793.12;16570.06;0.004;0.004067422;109.3;16844.15577;16716.62533;127.5304373;286.8206937;-159.2902564;-1.9496E-07;-1.0364E-07;-2.5322E-08;50.22300531;49.95370685;50.13691971;0.521467217;0;0.454581697;32.63522312;-78.76745425;-72.88822303;327.5848496;51.13901318;;;;;;;;;;;;;;;;;;;;;
0;20130225;16673.98;16544.95;16813.99;16492.66;-0.010;-0.010004697;144.39;16798.12411;16531.74421;266.3799068;282.7325363;-16.35262954;-3.09539E-07;-1.7804E-07;-1.91289E-08;50.02821959;50.17144187;50.23188038;0.098816428;0.388356333;0.525634118;31.98151408;-89.12539803;-74.12931877;327.1380746;45.29679412;;;;;;;;;;;;;;;;;;;;;
0;20130226;16535.76;16489.8;16655.41;16470.9;-0.003;-0.003333343;-140.7;16750.68963;16486.57352;264.1161106;279.0092512;-14.89314057;-2.89018E-07;-1.83016E-07;-4.62913E-08;50.23650045;49.97382769;50.32310923;0.550749288;0.035887917;0.593894275;31.45180852;-92.54190879;-76.07919909;316.950355;42.0736245;;;;;;;;;;;;;;;;;;;;;
1;20130227;16433.8;16406.03;16481.04;16335.56;-0.005;-0.00508011;-123.84;16697.66507;16399.83434;297.8307299;282.7735469;15.05718298;-4.69621E-08;-2.1295E-07;-4.55874E-08;50.27006413;50.22005526;50.37095043;0.787511492;0.475064096;0.629690493;31.42626259;-95.72408939;-84.68767263;305.3281868;47.62981454;;;;;;;;;;;;;;;;;;;;;
0;20130228;16367.34;16664.42;16688.31;16364.89;0.016;0.015749697;19.97;16692.55045;16684.77274;7.777704761;227.7743785;-219.9966737;-1.45865E-08;-1.76672E-07;-6.21873E-08;50.25212698;50.29408237;50.34330634;0.738359047;0.607100253;0.609006354;30.23290852;-73.10268679;-57.88194814;306.6204592;50.65731234;;;;;;;;;;;;;;;;;;;;;
0;20130301;16636.66;16527.5;16727.85;16507;-0.008;-0.008216308;-184.65;16667.15807;16515.4021;151.7559742;212.5706976;-60.8147234;-2.48094E-08;-1.79614E-07;-7.60144E-08;50.27116647;50.11611069;50.38517115;0.790532192;0.289666571;0.64033086;28.91977999;-84.30131272;-51.58766503;300.4939978;47.65606603;;;;;;;;;;;;;;;;;;;;;
1;20130304;16376.3;16009.55;16390.84;16009.55;-0.031;-0.031338678;-535.4;16565.9876;15970.6383;595.3492983;289.1264178;306.2228805;-1.45257E-07;-3.14858E-07;-1.11685E-07;50.3701993;50.33623968;50.45176443;1;0.682292829;0.690157951;29.29448025;-100;-111.0362403;316.0265694;34.54584666;;;;;;;;;;;;;;;;;;;;;
1;20130305;16056.46;16233.28;16312.02;16054.06;0.014;0.013974784;-256.52;16514.80181;16253.48321;261.3186064;283.5648555;-22.24624906;-1.43535E-07;-2.62316E-07;-1.82962E-07;50.22076754;50.24308268;50.30995807;0.614390471;0.516136236;0.729467535;29.64241621;-72.6691913;-101.0659002;315.058243;38.81490489;;;;;;;;;;;;;;;;;;;;;
0;20130306;16324.95;16351.99;16884.14;16130.54;0.007;0.007312755;-54.04;16489.75384;16359.56745;130.1863972;252.8891638;-122.7027667;-6.0768E-08;-2.67465E-07;-1.38772E-07;50.19092364;50.15248828;50.26638765;0.475771085;0.354550345;0.694662354;27.54632816;-60.84565339;-56.02603787;346.3826542;37.64211134;;;;;;;;;;;;;;;;;;;;;
1;20130307;16094.59;15552.2;16121.88;15530.14;-0.049;-0.048910867;-1112.22;16345.51479;15490.09481;855.4199781;373.3953267;482.0246514;-4.22958E-07;-4.37479E-07;-1.39415E-07;50.35952307;50.35301145;50.34471169;0.968781101;0.71220728;0.883939514;27.18073144;-98.37075332;-226.8024779;380.3446075;30.96938865;;;;;;;;;;;;;;;;;;;;;
1;20130308;15658.14;15827.02;15827.02;15466.43;0.018;0.017670812;-700.48;16265.74636;15852.93732;412.8090386;381.2780691;31.53096953;-3.29664E-07;-2.67763E-07;-2.2765E-07;50.02178763;50.21907597;50.26014174;0;0.664578183;0.792253584;26.97831788;-74.56532013;-216.3917792;378.9335641;37.51766016;;;;;;;;;;;;;;;;;;;;;
0;20130311;15904.49;15921.25;15928.44;15720.95;0.006;0.005953742;-88.3;16212.74692;15926.50482;286.2420993;362.2708751;-76.02877584;-2.27479E-07;-2.74572E-07;-2.18932E-07;50.00397572;50.06450117;50.0843731;0;0.277468182;0.601695228;26.42900926;-67.91868577;-148.4033735;366.6875952;36.32095178;;;;;;;;;;;;;;;;;;;;;
0;20130312;15858.14;15675.37;15905.53;15556.5;-0.015;-0.015443511;-557.91;16130.07355;15656.05194;474.0216114;384.6210224;89.40058905;-3.08303E-07;-3.06169E-07;-2.05114E-07;50.25665978;50.25249609;50.25961352;0.689972123;0.748273976;0.791680919;26.3013415;-85.26214811;-152.305016;366.5491956;36.92317064;;;;;;;;;;;;;;;;;;;;;
1;20130313;15542.02;15542.17;15697.2;15406.76;-0.009;-0.008497407;-809.82;16039.62685;15533.40985;506.2169975;408.9402174;97.2767801;-3.32933E-07;-1.91253E-07;-2.50977E-07;50.52748593;50.29583256;50.27381444;1;0.856803839;0.807076753;26.51152159;-90.83445018;-154.8368261;361.1128245;40.17743469;;;;;;;;;;;;;;;;;;;;;
0;20130314;15663.65;15974.3;15974.3;15660.95;0.028;0.027803711;422.1;16029.57656;16008.21463;21.36193728;331.4245614;-310.0626241;-2.48468E-07;-1.31842E-07;-2.72803E-07;50.31358341;50.10633397;50.0737568;0.591407164;0.34945135;0.59018565;25.70502964;-61.58469723;-78.62753666;366.1854798;44.17807075;;;;;;;;;;;;;;;;;;;;;
1;20130315;15980.46;15899.7;16077.91;15891.72;-0.005;-0.004670001;72.68;16009.59555;15891.35272;118.2428332;288.7882157;-170.5453825;-2.27329E-07;-1.26559E-07;-1.97024E-07;50.51225941;50.23194111;50.22274255;0.970914574;0.680708013;0.751707514;24.61162113;-66.63417672;-55.00457554;353.3286599;45.21913823;;;;;;;;;;;;;;;;;;;;;
1;20130318;15965;15947.17;16037.98;15886.86;0.003;0.002985591;25.92;15999.99162;15951.46364;48.52798599;240.7361698;-192.2081838;-1.14151E-08;-7.86202E-08;-2.28385E-07;50.59152208;50.29102985;50.01317872;1;0.785166761;0.524510337;23.60981875;-63.42105619;-49.30225479;338.8851842;55.72607402;;;;;;;;;;;;;;;;;;;;;
0;20130319;16029.67;16204.03;16258.5;16014.65;0.016;0.016106933;528.66;16031.38214;16223.45818;-192.0760394;154.173728;-346.2497673;1.92396E-09;-7.09352E-08;-2.14847E-07;50.58392497;50.42596011;50.09117666;0.987069766;1;0.609071267;21.94121402;-46.03487254;-6.617314593;336.9169567;54.3565596;;;;;;;;;;;;;;;;;;;;;
0;20130320;16039.62;16091.98;16146.81;16021.8;-0.007;-0.006914946;549.81;16040.70489;16081.86629;-41.16140399;115.1067016;-156.2681056;-8.64775E-08;-7.41137E-08;-2.02441E-07;50.35060002;50.25933655;49.96136015;0.589952243;0.539024917;0.4683316;20.39179534;-53.61924488;-17.28452068;325.8678884;50.39169319;;;;;;;;;;;;;;;;;;;;;
0;20130321;16068.13;16023.98;16228.92;15987.37;-0.004;-0.004225707;49.68;16038.13183;16019.52721;18.60462159;95.80628557;-77.20166399;1.9202E-07;-1.09243E-07;-2.17519E-07;50.20130168;50.37268987;50.12911152;0.335847463;0.852624353;0.61981068;19.19525774;-58.22198757;-14.47560384;319.8451821;49.68100307;;;;;;;;;;;;;;;;;;;;;
1;20130322;15995.75;15745.34;16006.16;15721.68;-0.017;-0.017388938;-154.36;15993.08693;15724.24868;268.8382566;130.4126798;138.4255768;-2.72496E-08;-1.79312E-07;-1.56936E-07;50.28568245;50.43237408;50.26867643;0.479462972;1;0.750218954;18.44583922;-77.08240263;-66.43106083;318.5919548;46.43414968;;;;;;;;;;;;;;;;;;;;;
0;20130325;15900.27;16131.05;16131.05;15870.7;0.025;0.024496772;183.88;16014.31202;16162.34241;-148.0303894;74.72406594;-222.7544553;8.83544E-08;-6.8083E-08;-2.08796E-07;50.36743841;50.4096393;50.11487288;0.425751007;0.938199375;0.488130211;17.30843829;-50.97469845;-7.326155922;323.3861009;47.22548592;;;;;;;;;;;;;;;;;;;;;
0;20130326;16176.54;16061.15;16232.76;16001.45;-0.004;-0.004333258;-142.88;16021.51786;16053.36597;-31.84810531;53.40963169;-85.25773701;1.57914E-07;-7.14922E-08;-1.42323E-07;50.26610419;50.27779773;50.22910369;0.166066426;0.579810452;0.545964934;16.23982061;-23.17021626;14.18999182;316.8092365;48.44689869;;;;;;;;;;;;;;;;;;;;;
0;20130327;15619.16;15924.13;15968.45;15591.22;-0.009;-0.008531145;-167.85;16006.53512;15914.18877;92.34634335;61.19697402;31.14936933;1.59061E-07;-8.29432E-08;-5.54124E-08;50.16617429;50.20445654;50.28513509;0;0.380444885;0.660220452;16.16252397;-39.25728509;-58.11682401;327.7464339;55.04671408;;;;;;;;;;;;;;;;;;;;;
1;20130328;15920.17;15670.56;15964.5;15603.5;-0.016;-0.015923633;-353.42;15954.84664;15651.81933;303.0273105;109.5630413;193.4642692;-1.17407E-07;-1.85345E-07;-9.81336E-08;50.27708155;50.29371564;50.27162219;0.260744894;0.623080587;0.632665838;16.09074853;-69.02810717;-76.51890138;330.1216886;47.45191233;;;;;;;;;;;;;;;;;;;;;
0;20130401;15799.08;16015.98;16015.98;15717.37;0.022;0.022042607;270.64;15964.25177;16043.99236;-79.74059087;71.70231488;-151.4429057;5.19124E-08;-8.68832E-08;-1.16206E-07;50.2422857;50.32323455;50.28807299;0.178939244;0.665257376;0.666211225;15.82431537;-28.47347782;-11.46841875;331.2144252;52.95597572;;;;;;;;;;;;;;;;;;;;;
1;20130402;15985.73;15935.99;16042.28;15848.51;-0.005;-0.004994387;-195.06;15959.9038;15927.68213;32.22167812;63.80618753;-31.58450941;2.09775E-09;-4.6627E-09;-4.27285E-08;50.30454278;50.27759816;50.33063584;0.331222651;0.525285647;0.753002573;15.47108036;-37.86484138;2.485954395;321.3969662;55.36356021;;;;;;;;;;;;;;;;;;;;;
0;20130403;15890.9;16045.51;16192.24;15833.41;0.007;0.006872494;-15.64;15973.07399;16054.57368;-81.49969434;34.74501116;-116.2447055;-5.54681E-08;-2.67626E-08;-8.33004E-08;50.22244738;50.20940581;50.26131515;0.279598224;0.316132418;0.611648416;14.54981656;-31.9191344;41.96427955;324.0707543;59.28594765;;;;;;;;;;;;;;;;;;;;;
0;20130404;16211.89;15644.36;16218.35;15575.18;-0.025;-0.025000763;-279.77;15922.50261;15612.8051;309.6975041;89.73550975;219.9619944;-1.72496E-07;-1.30724E-07;-5.69511E-08;50.32305195;50.28189364;50.34264496;0.779461664;0.339759315;0.777490777;14.54314482;-89.87590002;-41.99050676;346.8635576;45.18329189;;;;;;;;;;;;;;;;;;;;;
0;20130405;15727.63;15495.92;15757.63;15417.77;-0.010;-0.009488403;-174.64;15856.87451;15486.92884;369.9456739;145.7775426;224.1681314;-2.08111E-07;-4.77364E-09;-1.28555E-07;50.44225521;50.35258294;50.32869249;1;0.649912242;0.749039835;14.98991811;-90.7045068;-156.6948652;346.3633035;44.56212607;;;;;;;;;;;;;;;;;;;;;
0;20130408;15497.78;15353.85;15510.72;15197.06;-0.009;-0.00916822;-662.13;15779.48613;15343.61317;435.8729595;203.796626;232.0763335;-1.56495E-07;-9.22194E-08;-1.60189E-07;50.5309946;50.47723358;50.30208216;1;1;0.694777799;15.97430048;-85.22855743;-217.4446171;344.0273532;42.41037469;;;;;;;;;;;;;;;;;;;;;
1;20130409;15307.44;15338.72;15545.7;15243.45;-0.001;-0.000985421;-597.27;15711.67595;15338.3436;373.33235;237.7037708;135.6285792;-3.22779E-07;-1.1493E-07;-1.58467E-07;50.55609116;50.48858265;50.40193362;1;1;0.89838831;16.73299652;-86.3222941;-169.5533198;341.0432566;42.56867049;;;;;;;;;;;;;;;;;;;;;
0;20130410;15307.85;15555.03;15555.03;15223.9;0.014;0.01410222;-490.48;15687.57658;15571.69818;115.8783909;213.3386948;-97.46030394;-1.99772E-07;-1.83603E-08;-1.51058E-07;50.39499552;50.34352175;50.38383893;0.586846202;0.489448897;0.861490804;17.49027098;-65.43690258;-129.5104595;340.3351668;43.58303697;;;;;;;;;;;;;;;;;;;;;
0;20130411;15484.46;15200.3;15504.12;15200.3;-0.023;-0.022804842;-444.06;15612.61095;15171.73091;440.8800394;258.8469637;182.0330757;-2.98339E-07;-6.58518E-08;-1.11067E-07;50.5609944;50.47485465;50.48985879;1;0.951683436;1;18.26049014;-99.6871681;-161.1252952;341.3633692;39.612601;;;;;;;;;;;;;;;;;;;;;
1;20130412;15288.68;15154.02;15452.77;15078.69;-0.003;-0.003044677;-341.9;15542.05849;15152.65762;389.4008723;284.9577454;104.4431269;-2.14263E-07;-1.67836E-07;-1.99137E-07;50.68012486;50.5695619;50.45673478;1;1;0.937324323;19.3183358;-93.4726663;-148.8833996;343.7002714;36.86398186;;;;;;;;;;;;;;;;;;;;;
0;20130415;15204.45;15250.42;15292.69;15061.59;0.006;0.006361348;-103.43;15497.19103;15257.94018;239.2508511;275.8163666;-36.56551547;-3.15733E-07;-1.30607E-07;-1.86185E-07;50.27495753;50.22181917;50.42723562;0.114731774;0.047555137;0.881507413;20.34855181;-83.87680695;-131.1372647;335.6573949;42.33744217;;;;;;;;;;;;;;;;;;;;;
1;20130416;15308.86;15243.39;15451.55;15236.81;-0.001;-0.000460971;-95.33;15458.14472;15242.27076;215.8739659;263.8278864;-47.95392053;-2.86139E-07;-1.41973E-07;-1.00987E-07;50.43560584;50.35339762;50.49516722;0.465739454;0.407940001;1;20.43431579;-84.28368892;-91.47188669;327.0204381;41.56900578;;;;;;;;;;;;;;;;;;;;;
1;20130417;15354.02;15436.07;15441.78;15310.45;0.013;0.012640233;-118.96;15454.74861;15450.97763;3.770975921;211.8165043;-208.0455284;-2.45202E-07;-1.5143E-07;-1.31975E-07;50.1082816;50.34079055;50.39086035;0;0.364799438;0.804598178;20.51395377;-67.62681974;-64.11544786;317.8325497;44.50009895;;;;;;;;;;;;;;;;;;;;;
1;20130418;15466.71;15928.64;15942.31;15460.27;0.032;0.031910324;728.34;15527.65498;15965.38326;-437.7282811;81.90754725;-519.6358283;1.19669E-07;-2.48746E-08;-1.16361E-07;50.39694892;50.45694177;50.33529039;0.504801474;0.687301899;0.700496977;19.67891003;-25.04495314;27.13386501;331.2902247;54.74106864;;;;;;;;;;;;;;;;;;;;;
0;20130419;15906.61;16020.91;16054.21;15888.03;0.006;0.00579271;866.89;15603.54037;16025.18129;-421.6409219;-18.80214659;-402.8387754;2.14362E-07;6.53537E-09;5.82656E-08;50.61521666;50.45824958;50.34721912;0.886493021;0.690933112;0.722843489;19.27308342;-17.06836336;79.59455302;319.4966372;51.02980199;;;;;;;;;;;;;;;;;;;;;
0;20130422;15953.72;15780.08;15986.37;15748.29;-0.015;-0.01503223;529.66;15630.70031;15761.22605;-130.5257452;-41.14686632;-89.37887891;1.80472E-07;1.41025E-08;3.31987E-08;50.4759483;50.48986159;50.3405313;0.64295014;0.778706189;0.710314957;18.31888737;-37.88772088;43.18670663;316.148306;52.58662118;;;;;;;;;;;;;;;;;;;;;
0;20130423;15764.72;15628.95;15863.75;15597.84;-0.010;-0.009577265;385.56;15630.43103;15618.77492;11.6561123;-30.58627059;42.24238289;1.27244E-07;-9.47705E-08;-1.27825E-08;50.381555;50.34056657;50.33522321;0.477881644;0.341480621;0.70037112;17.16265221;-50.95266088;14.05885793;312.5598555;52.09256244;;;;;;;;;;;;;;;;;;;;;
0;20130424;15550.42;15533.04;15720.06;15479.03;-0.006;-0.006136689;96.97;15615.4478;15526.44501;89.00278936;-6.668458602;95.67124796;-2.2665E-09;-1.01161E-07;1.61457E-10;50.37917606;50.36061834;50.34718964;0.473721527;0.399143276;0.722788267;16.51322718;-52.50448309;-10.62970652;307.4505802;48.36621651;;;;;;;;;;;;;;;;;;;;;
1;20130425;15644.04;15383.76;15647.8;15290;-0.010;-0.009610482;-544.88;15579.80352;15372.78423;207.0192891;36.06909093;170.9501981;8.34796E-08;-1.05651E-07;5.45458E-09;50.32966515;50.38083758;50.36051469;0.387140261;0.45728752;0.74775057;16.52864246;-67.54347081;-43.803796;311.0469673;48.85524545;;;;;;;;;;;;;;;;;;;;;
1;20130426;15476.42;15480.56;15628.34;15369.48;0.006;0.00629235;-540.35;15564.53529;15488.85044;75.68484178;43.9922411;31.69260068;1.43272E-07;-3.32354E-08;-7.79192E-08;50.17579636;50.32907426;50.28968475;0.133182258;0.308432299;0.615062289;16.54295665;-57.79150128;-26.09157855;307.3193268;45.60226951;;;;;;;;;;;;;;;;;;;;;
